id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
32,Paseo Del Bajo,Paseo Del Bajo: Tramo A - Viaductos,Finalizada,Transporte,Secretaría de Transporte y Obras Públicas,"La realización de esta obra significó una organización vial que mejoró sustancialmente la circulación de mas de 25.000 vehículos, entre ellos casi 10.000 camiones, acortando tiempos de viaje, reduciendo la contaminación visual sonora y del aire y aumentando la seguridad vehicular y de peatones. Esta obra tiene más de 6 kilómetros de extensión que conecta el sur con el norte de la Ciudad. Se encuentra ubicada entre las calles Alicia Moreau de Justo y Madero-Huergo, y luego en la zona de Retiro circulando por Av. Ramos Mejía, Antártida Argentina y Castillo. Al costado de la trinchera para vehículos pesados<sobre las avenidas Alicia Moreau de Justo y Madero-Huergo, se ubican los carriles para tránsito liviano. Hay cuatro carriles con sentido norte y cuatro al sur (dos con velocidad máxima de 60 y dos de 40 kilómetros por hora), separados por un boulevard de uso exclusivo para autos y colectivos de corta distancia. El “Paseo del Bajo"" contempló además la creación de nuevos espacios verdes que aportaron en metros cuadrados lo equivalente a casi dos “´Parque Lezama“ y que están ubicados a los costados de los carriles para vehículos livianos y sobre la trinchera para camiones por un total de mas de 60.000 metros cuadrados. Además, se crearon nuevas ciclovías para facilitar el acceso y fomentar la recreación y la movilidad sustentable en la zona.",1547000000,1,Puerto Madero,"HUERGO, ING. AV. Y GARAY, JUAN DE AV.",-34.6239195024683,-58.3655122210836,02/01/2017,30/08/2019,31,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/32-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/32-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/32-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/32-4.jpg,CORSAN CORVIAM CONSTRUCCION SA,2016,Licitación Pública,2016-01-0007-00,30710216386,,,SI,SI,,https://www.buenosaires.gob.ar/baobras/paseo-del-bajo,https://www.ausa.com.ar/licitaciones-publicas-detalle/?l=98,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2016-12462369-MGEYA-APRA.pdf,
33,Paseo Del Bajo,Paseo Del Bajo: Tramo B - Trinchera Semicubierta Sur,Finalizada,Transporte,Secretaría de Transporte y Obras Públicas,"El tramo B del proyecto contempló el recorrido desde el viaducto sur que conecta con las autopistas 25 de Mayo y Buenos Aires-La Plata hasta el comienzo del tramo C en cercanías al parque central. Se desarrolló en trinchera semi cubierta, con tramos peatonales y calles vehiculares pasantes.",1640500000,1,Puerto Madero,"HUERGO, ING. AV. Y GARAY, JUAN DE AV.",-34.6239195024683,-58.3655122210836,02/01/2017,30/04/2019,27,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/33-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/33-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/33-3.jpg,,Green Seosa Pbt Ute,2016,Licitación Pública,2016-01-0008-00,30715467999,,,SI,,,https://www.buenosaires.gob.ar/baobras/paseo-del-bajo,https://www.ausa.com.ar/licitaciones-publicas-detalle/?l=99,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2016-12462369-MGEYA-APRA.pdf,
34,Paseo Del Bajo,Paseo Del Bajo: Tramo C - Trinchera Semicubierta Norte,Finalizada,Transporte,Secretaría de Transporte y Obras Públicas,"El tramo C se desarrolló desde el final del tramo B en cercanías del parque central hasta el comienzo del viaducto norte en el área de retiro. El primer tramo, al igual que el tramo B, se llevó a cabo en trinchera semi cubierta con tramos peatonales y calles vehiculares pasantes. La segunda parte, a la altura de la Plaza Cañada en Retiro, se llevó a cabo a nivel.",3183200000,1,Puerto Madero,"HUERGO, ING. AV. Y GARAY, JUAN DE AV.",-34.6239195024683,-58.3655122210836,01/02/2017,25/04/2019,26,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/34-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/34-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/34-3.jpg,,Iecsa - Fontana Nicastro Ute,2016,Licitación Pública,2016-01-0009-00,30715471457,,,SI,,,https://www.buenosaires.gob.ar/baobras/paseo-del-bajo,https://www.ausa.com.ar/licitaciones-publicas-detalle/?l=100,,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-2016-12462369-MGEYA-APRA.pdf,
35,Cuenca Radio Antiguo y Ugarteche,Ramal Austria I,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"La obra consistió en un conducto de cuatro metros de diámetro realizado mediante la metodología de túnel de excavación manual con revestimiento metálico tipo linner, que en su primera etapa de ejecución se complementó con ocho cámaras de ataque de 4 metros de diámetro ejecutadas con la misma tecnología.",75368613,2,Recoleta,"DEL LIBERTADOR AV. Y FIGUEROA ALCORTA, PRES. AV.",-34.5865851555223,-58.3858523008246,26/05/2015,30/01/2018,32,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio116.jpg,,,,Tecma S.A.,2015,,,30623866528,441092,50,SI,,,https://www.buenosaires.gob.ar/baobras/cuenca-radio-antiguo-y-ugarteche,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/183,,,
37,Cuenca Arroyo Cildañez,Ramal Caaguazú – Ampliación Red Pluvial VII,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"Los trabajos de la obra hidráulica del ramal Caaguazú consistieron en la ampliación de la capacidad de los ramales para aliviar la red existente y evitar los anegamientos sobre Av. Rivadavia y calle Yerbal. Constó de dos conductos: El primero se inició en la esquina de la calle Yerbal y recorre las calles Yerbal y Urdaneta hasta Av. Rivadavia. La segunda comenzó en la esquina de Caaguazú desde Oliden, pasando por calle Ramon L. Falcón.",69200043,9,Liniers,"OLIDEN Y FALCON, RAMON L.,CNEL.",-34.6404439324432,-58.5170794810333,28/07/2016,30/04/2018,21,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/37-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/37-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/37-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/37-4.jpg,SES S.A. - CONSTRUERE INGENIERIA S.A. - RED VII - UNION TRANSITORIA DE EMPRESAS,2016,,,30715243489,,,SI,,,https://www.buenosaires.gob.ar/baobras/cuenca-arroyo-cildanez,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/200,,,
38,Cuenca Larrazábal y Escalada,Ramal Escalada – Ampliación Red Pluvial VI,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"Se realizó una obra de mejoramiento y readecuación de la Red Pluvial VI, para el mejor escurrimiento de las precipitaciones en la comuna 8.",52685356,8,Villa Riachuelo,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y SUAREZ, JOSE LEON",-34.6896258303977,-58.4776224849345,22/08/2016,10/12/2017,16,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/masobras/ramalescalada.jpg,,,,Altote S.A. - Naku Construcciones S.R.L. - (Ute),2015,,,30712263454,,,SI,,,https://www.buenosaires.gob.ar/baobras/cuenca-larrazabal-y-escalada,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/204,,,
39,Cuenca Arroyo Vega,Red Pluvial IV: Ampliación,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"La obra consistió en la ejecución de conductos circulares con respectivas cámaras, sumideros, nexos y demás componentes secundarios, a fin de resolver en distintas ubicaciones los problemas de anegamientos producidos por la falta de red de captación pluvial, complementarios al plan director de ordenamiento hidráulico.",24536126,12,Coghlan,"QUESADA Y PEREZ, ROQUE",-34.5603404837208,-58.4745752357683,16/06/2014,31/10/2016,28,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto1-web.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto2-web.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto3-web.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto4-web.jpg,Altote S.A. - Naku Construcciones S.R.L. - (Ute),2013,Licitación Pública,2529/2013,30712263454,1000000,17,,,,https://www.buenosaires.gob.ar/baobras/cuenca-arroyo-vega,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/154,2769136/2013,,
40,Centro De Exposiciones Y Convenciones,Centro de Exposiciones y Convenciones,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"El equipamiento metropolitano del Centro de Exposiciones y Convenciones se proyectó a partir de la idea de soterrar el edificio para liberar superficie e integrar la cubierta verde al Parque Thays y la Plaza de las Naciones Unidas, formando un gran parque público. Se ubica en el predio de Av. Figueroa Alcorta al lado de la Facultad de Derecho constituyendo un enclave estratégico de la ciudad de Buenos Aires dada su localización y su potencialidad simbólica y espacial. El edificio tiene capacidad para 5.000 asistentes y está conformado por una sala plenaria y otras salas auxiliares divisibles. También cuenta con oficinas, espacios para reuniones, un restaurante, un estacionamiento para 900 vehículos y un foyer de 1.600 m². A su vez, tiene acceso a la estación Facultad de Derecho de la línea H.",313660000,2,Recoleta,"COUTURE, EDUARDO J. Y VAZ FERREIRA, CARLOS, DR.",-34.5834390802442,-58.388318741317,20/12/2014,30/04/2017,28,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio140.jpg,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio148.jpg,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio149.jpg,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio150.jpg,C.R.I.B.A. SA - MEJORES HOSPITALES SA - UNION TRANSITORIA DE EMPRESAS,2013,Licitación Pública,2.594/2013,30714365440,5000,170,,SI,,https://www.buenosaires.gob.ar/baobras/Centro-De-exposiciones-Y-Convenciones,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/155,4.150.195/2013,https://cdn2.buenosaires.gob.ar/baobras/apra/EX-799350-2013.pdf,
41,Edificio Lezama,Edificio Lezama: Obra Civil,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"La obra del Palacio Lezama se integró dentro del plan de descentralización administrativa del gobierno porteño al sur de la Ciudad. El edificio es patrimonio histórico de la Ciudad y un hito de la memoria urbana del Barrio de Barracas que se encuentra ubicado sobre la Av. Martín García, entre la calle Irala y Av. Regimiento de los Patricios. Posee una superficie aproximada de 30.000 M2 distribuidos en planta baja y 6 pisos, con acceso de vehículos por calle Pilcomayo. Fue remodelado y restaurado íntegramente, restaurando la fachada original para satisfacer los requerimientos tecnológicos, funcionales y de seguridad de las dependencias que trabajaban allí. El edificio tiene capacidad para 3.100 puestos de trabajo correspondientes al Ministerio de Modernización, Ministerio de Desarrollo Urbano y Transporte, Ministerio de Ambiente y Espacio Público y Sindicatura General.",52831053,4,La Boca,"GARCIA, MARTIN AV. 346",-34.6289077262201,-58.3699391306946,13/03/2015,30/12/2016,21,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio141.jpg,https://cdn2.buenosaires.gob.ar/desarrollourbano/observatorio-de-obras/observatorio151.jpg,,,SES SA,2014,,,30647727545,3100,60,,,,https://www.buenosaires.gob.ar/baobras/edificio-Lezama,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/181,,,
44,Cuenca Arroyo Vega,Arroyo Vega - Mejora de la Eficiencia Hidraulica,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"Se llevó adelante la obra que implicó entabicar las columnas y las vigas para la mejora de la eficiencia hidráulica del conducto, asegurando el desplazamiento del fluido de la manera más eficaz posible. La obra se ejecutó entre las calles 11 de Septiembre y Balbín, bajo la calle Blanco Encalada.",20356959,13,Belgrano,Av. Rafael Obligado 6125,-34.551158,-58.428715,22/12/2014,30/09/2016,21,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto2-web.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto1-web.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto3-web.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/arroyovega-foto4-web.jpg,Tecma S.A.,2014,Licitación Pública,1459/2014,30623866528,138942,17,,,,https://www.buenosaires.gob.ar/baobras/cuenca-arroyo-vega,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/174,5.428.222/2014,,
46,,Conector Ambiental Iriarte,Finalizada,Espacio Público,Secretaría de Transporte y Obras Públicas,Tipología de calle con importante presencia de vegetación. Forma parte de una red que permite conectar el conjunto de espacios verdes de la Ciudad.,10984180,4,Parque Patricios,"VELEZ SARSFIELD AV. Y ALCORTA, AMANCIO AV.",-34.6401989896853,-58.3898871621926,03/02/2015,28/07/2017,29,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_conectoririarte_foto1.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_conectoririarte_foto2.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_conectoririarte_foto3.jpg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_conectoririarte_foto4.jpg,Altote S.A,2014,,,30707431896,29894,12,,,,https://www.buenosaires.gob.ar/baobras/conector-ambiental-iriarte,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/176,,,
47,Parque Olímpico,Parque Olímpico: Cubierta Arena Parque Roca.,Finalizada,Arquitectura,Secretaría de Transporte y Obras Públicas,"Como estrategia del desarrollo de la zona sur de la ciudad, llevando equipamiento de alta categoría a áreas históricamente relegadas, se construyó el techo corredizo para el Estadio Parque Roca. Dicha cubierta tiene 13 mil metros cuadrados y sirve para adecuar el recinto a la situación del clima. La capacidad aumentó de 14.500 a 15.500 espectadores, además, se mejoraron todos los accesos, circulaciones y el entorno en general, ya que el Estadio Parque Roca fue una de las sedes donde se desarrollaron los Juegos Olímpicos de la Juventud 2018.",103608164,8,Villa Soldati,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA Y 27 DE FEBRERO AV.,-34.6738968676041,-58.4360597511207,26/12/2013,15/09/2018,57,100,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/47-1.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/47-2.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/47-3.jpg,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/47-4.jpg,Teximco S.A. - Dal Constructora. S.A. Ute,2013,Licitación Pública,1.723/2013,30714751979,15500,30,,,,https://www.buenosaires.gob.ar/baobras/Parque-Olímpico,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/146,1.443.586/2013,,
48,Metrobus del Bajo,Metrobus Del Bajo: Paradores - Etapa I,Finalizada,Transporte,Secretaría de Transporte y Obras Públicas,"El Metrobus del Bajo comprende un corredor vial de 4,8 kilómetros sobre las Av. Leandro N. Alem y Av. Paseo Colón que une los Barrios de Retiro y La Boca. El proyecto se inserta dentro del Plan de Movilidad Sustentable en el cual contempló el rediseño del espacio para darle prioridad al transporte público, la promoción de la movilidad sustentable, el ordenamiento, la seguridad vial y la introducción de tecnologías que permiten brindar información en tiempo real. Su puesta en funcionamiento redujo un 30 % el tiempo de viaje de las 30 líneas de colectivos que prestan servicio a más de 300.000 personas por día.",229538623,1,Montserrat,"YRIGOYEN, HIPOLITO AV. Y PASEO COLON AV.",-34.6088315009741,-58.3696577971107,15/02/2017,15/07/2017,5,100,https://cdn2.buenosaires.gob.ar/baobras/mduyt4/Metrobus_del_bajo.jpg,https://www.youtube.com/watch?v=ZxZLnJvG1Pw,,,Riva S.A,2016,Licitación Pública,1224-SIGAF/16,33504596309,300000,350,SI,SI,,https://www.buenosaires.gob.ar/baobras/Metrobus-Paseo-Colon,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/255,24.603.091-DGTMBR-2016,,
49,Acumar,Camino De Sirga II,Finalizada,Hidráulica e Infraestructura,Secretaría de Transporte y Obras Públicas,"La segunda etapa del Camino de Sirga se centró en liberar y volver transitable y accesible el margen del Riachuelo entre las calles Vieytes y Av. Sáenz. Se recuperó para el uso público en vías de cumplimentar con lo enunciado en el Plan Urbano Ambiental, donde se indican los rasgos fundamentales que deben desarrollar la Ciudad de Buenos Aires y los principales lineamientos para garantizar el alcance de dichos rasgos. Se propuso un parque lineal con un camino vehicular enfocado al tránsito recreativo de las personas, involucrando la construcción de un paseo ribereño, bicisendas, espacios verdes, alumbrado y equipamiento general.",40774370,4,Barracas,"ZAVALETA E IRIARTE, GRAL. AV.",-34.6510656459936,-58.4005697391892,08/01/2013,31/05/2017,52,100,https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/camino_sirga_dos/caminosirga5.jpg,https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/camino_sirga_dos/caminosirga8.jpg,https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/camino_sirga_dos/caminosirga2.jpg,,Bricons S.A.I.C.F.I.,2012,Licitación Pública,2278/2012,30541068151,4350,23,SI,,,https://www.buenosaires.gob.ar/baobras/acumar,https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/129,1.630.472/2012,,
